bu,requestStorePath,R0_pct,AIS_pct,ads_CTR_pct,org_CTR_pct,ads_CABN_per_click_pct,org_CABN_per_click_pct,ads_imp,org_imp,all_impressions,ads_clicks,org_clicks,all_clicks,ads_atc,ads_bnc,ads_cabn,org_atc,org_bnc,org_cabn,all_atc,all_bnc,R0_bucket,AIS_bucket
Lifestyle,osp/cil/ja7/spc,64.2808,44.0172,2.9873,3.1942,17.7468,21.8475,33575,42702,76277,1003,1364,2367,49,129,178,102,196,298,151,325,60–70%,>40%
BGM,abc/5jb/ic5,27.7436,12.4295,1.8628,1.8073,7.9545,14.5470,9448,66565,76013,176,1203,1379,2,12,14,34,141,175,36,153,25–40%,5–15%
Home,b8s/ecr/5i8,38.3772,17.1251,3.3400,2.9515,7.1429,13.6315,12994,62883,75877,434,1856,2290,15,16,31,92,161,253,107,177,25–40%,15–25%
BGM,p3t/ljf/9uk,70.3624,40.2202,4.6151,5.1995,10.2784,12.2762,30357,45120,75477,1401,2346,3747,40,104,144,86,202,288,126,306,70–100%,>40%
BGM,1mt/b75/rzf,23.1603,9.6317,2.1215,2.5108,4.5455,5.2632,7259,68107,75366,154,1710,1864,2,5,7,42,48,90,44,53,0–25%,5–15%
BGM,hlc/20m/52n/9pv,112.3176,34.3567,3.5649,2.0034,6.5076,6.3636,25863,49415,75278,922,990,1912,11,49,60,14,49,63,25,98,>100%,30–35%
BGM,1mt/qwe/syo,54.8863,31.5141,3.8992,3.8817,4.5455,6.0030,23697,51498,75195,924,1999,2923,18,24,42,65,55,120,83,79,50–60%,30–35%
Lifestyle,mcr/tfz/k2j,58.1091,30.3940,1.7504,2.3426,4.0000,4.8124,22852,52334,75186,400,1226,1626,12,4,16,40,19,59,52,23,50–60%,30–35%
BGM,g9b/ema/rhm/hdi,61.2274,40.1829,4.0191,4.3408,12.4378,15.4203,30007,44669,74676,1206,1939,3145,57,93,150,77,222,299,134,315,60–70%,>40%
BGM,hlc/mly/qbi/2jl,81.5143,44.7420,4.5339,4.1351,4.3018,5.1704,33327,41160,74487,1511,1702,3213,21,44,65,41,47,88,62,91,70–100%,>40%
BGM,1mt/d0x/inl/h9r,51.6065,27.7678,1.1826,1.9508,8.6066,8.0229,20632,53670,74302,244,1047,1291,10,11,21,41,43,84,51,54,50–60%,25–30%
Home,b8s/ecr/5cd,68.3499,41.8992,2.9206,3.2395,19.0055,23.1322,30987,42969,73956,905,1392,2297,89,83,172,165,157,322,254,240,60–70%,>40%
BGM,dgv/id7,34.1728,22.7783,1.8171,3.0215,8.1699,12.3478,16840,57090,73930,306,1725,2031,7,18,25,32,181,213,39,199,25–40%,15–25%
Home,arb/y1n/dth,42.1685,8.4518,2.3756,2.4407,4.7297,10.5039,6230,67482,73712,148,1647,1795,3,4,7,33,140,173,36,144,40–50%,5–15%
CoreElectronics,6bo/70k/85j,46.8327,20.4854,4.2922,4.1839,6.3369,12.1732,15074,58510,73584,647,2448,3095,10,31,41,113,185,298,123,216,40–50%,15–25%
BGM,qoc/acb/aa3/irn,61.1257,46.1532,3.1559,3.5183,6.6293,8.8299,33936,39593,73529,1071,1393,2464,31,40,71,38,85,123,69,125,60–70%,>40%
BGM,1mt/hoh,68.9177,12.1320,2.0083,1.8605,3.3520,4.3297,8913,64554,73467,179,1201,1380,4,2,6,24,28,52,28,30,60–70%,5–15%
Furniture,wwe/y7b/ke2,32.1231,42.3794,1.9255,2.2626,2.1703,4.3887,31109,42297,73406,599,957,1556,6,7,13,19,23,42,25,30,25–40%,>40%
BGM,hlc/20m/0sl/gqo,19.1950,41.9332,2.4853,3.5307,4.4561,13.7908,30701,42513,73214,763,1501,2264,19,15,34,62,145,207,81,160,0–25%,>40%
Lifestyle,mcr/tfz/fey/lzk,39.0196,33.1110,2.1423,2.0290,2.5048,6.9486,24226,48940,73166,519,993,1512,5,8,13,39,30,69,44,38,25–40%,30–35%
BGM,eat/vfd,117.7940,40.5549,3.2261,3.7905,12.8931,9.7383,29571,43345,72916,954,1643,2597,51,72,123,69,91,160,120,163,>100%,>40%
BGM,hlc/ah4/c6g,95.2511,8.7490,2.5476,5.1490,17.9012,13.5871,6359,66324,72683,162,3415,3577,17,12,29,189,275,464,206,287,70–100%,5–15%
BGM,1mt/ebm/iwn/zam,36.4375,28.7582,3.2297,3.6330,13.1852,12.8123,20900,51775,72675,675,1881,2556,25,64,89,75,166,241,100,230,25–40%,25–30%
BGM,abc/jxb,92.9902,26.7628,2.9200,2.7118,4.4092,4.7883,19418,53138,72556,567,1441,2008,12,13,25,33,36,69,45,49,70–100%,25–30%
BGM,1mt/4aa,58.8186,40.1161,2.9692,3.1378,9.9537,15.1871,29099,43438,72537,864,1363,2227,39,47,86,78,129,207,117,176,50–60%,>40%
BGM,eat/nvt,76.2142,45.4453,5.2528,5.0716,18.1608,21.6567,32916,39514,72430,1729,2004,3733,114,200,314,156,278,434,270,478,70–100%,>40%
Home,h1m/hww/fgi/6hz,44.5664,5.7001,2.3532,2.1967,7.2165,10.2136,4122,68193,72315,97,1498,1595,0,7,7,31,122,153,31,129,40–50%,5–15%
CoreElectronics,zlw/79s/rtx,65.6190,11.3060,3.6148,3.7534,7.4576,8.3229,8161,64022,72183,295,2403,2698,7,15,22,58,142,200,65,157,60–70%,5–15%
Lifestyle,clo/qvw/tog,22.4758,31.5914,1.7463,3.3868,5.8081,9.3806,22676,49103,71779,396,1663,2059,9,14,23,60,96,156,69,110,0–25%,30–35%
CoreElectronics,zlw/79s/k32,72.7156,26.9951,3.6282,3.9981,11.5220,12.6014,19376,52400,71776,703,2095,2798,23,58,81,102,162,264,125,220,70–100%,25–30%
Lifestyle,mcr/96v/0ew/7kg,26.9054,10.6138,1.2628,1.8853,2.0833,3.8940,7602,64022,71624,96,1207,1303,1,1,2,22,25,47,23,26,25–40%,5–15%
Home,arb/nuq/5vh,65.4252,18.2756,2.6545,2.5781,7.7810,8.6928,13072,58455,71527,347,1507,1854,14,13,27,91,40,131,105,53,60–70%,15–25%
BGM,abc/uyc,36.6127,22.7308,2.3073,3.6272,11.7333,17.4651,16253,55249,71502,375,2004,2379,15,29,44,49,301,350,64,330,25–40%,15–25%
BGM,abc/ppq,35.4993,25.6918,2.5919,2.3928,5.6723,10.9363,18365,53117,71482,476,1271,1747,13,14,27,59,80,139,72,94,25–40%,25–30%
BGM,g9b/ema/yfh/ri0,43.2760,44.5463,4.2087,4.8139,13.3582,22.1174,31839,39635,71474,1340,1908,3248,55,124,179,117,305,422,172,429,40–50%,>40%
BGM,kyh/pl5/pee,49.7237,39.9834,4.8596,7.7415,17.6428,22.9816,28459,42718,71177,1383,3307,4690,115,129,244,315,445,760,430,574,40–50%,35–40%
Lifestyle,reh/cca/q6i,37.5119,41.2643,1.1884,2.2751,3.4384,5.4679,29367,41801,71168,349,951,1300,10,2,12,22,30,52,32,32,25–40%,>40%
CoreElectronics,4rr/fa6/32v,0.0000,0.2587,3.8043,2.9804,0.0000,10.5487,184,70931,71115,7,2114,2121,0,0,0,140,83,223,140,83,0–25%,<5%
BGM,qoc/acb/kjs,78.0825,22.3595,4.3017,3.8839,8.2232,7.7283,15831,54971,70802,681,2135,2816,20,36,56,82,83,165,102,119,70–100%,15–25%
Lifestyle,clo/cfv/1n0,21.4772,28.2549,1.4645,2.4934,2.0619,3.6566,19870,50454,70324,291,1258,1549,1,5,6,22,24,46,23,29,0–25%,25–30%
Lifestyle,clo/qd8/t6b/zmb,44.1392,10.4355,1.7336,1.9864,1.5748,2.2418,7326,62877,70203,127,1249,1376,2,0,2,20,8,28,22,8,40–50%,5–15%
BGM,gsx/bad/csq,16.9971,12.2902,2.2722,3.6225,2.5510,6.7713,8626,61560,70186,196,2230,2426,4,1,5,98,53,151,102,54,0–25%,5–15%
Home,h1m/hww/slm/9mw,97.6211,21.6983,2.8643,2.1372,8.4862,6.0477,15222,54931,70153,436,1174,1610,7,30,37,28,43,71,35,73,70–100%,15–25%
BGM,abc/5lf/kds,26.9375,19.0359,1.9479,2.9081,5.3846,10.5996,13348,56772,70120,260,1651,1911,9,5,14,98,77,175,107,82,25–40%,15–25%
BGM,eat/xn7/kzo,101.4276,29.7844,5.2581,4.3448,13.1387,11.9438,20844,49139,69983,1096,2135,3231,33,111,144,48,207,255,81,318,>100%,25–30%
Home,h1m/hww/8d1,84.7377,23.8364,3.3225,2.4877,8.8608,8.4656,16644,53182,69826,553,1323,1876,18,31,49,43,69,112,61,100,70–100%,15–25%
Lifestyle,clo/upk/6zw/k8s,0.0000,5.2989,1.6784,1.5193,0.0000,0.4985,3694,66019,69713,62,1003,1065,0,0,0,3,2,5,3,2,0–25%,5–15%
Home,upp/ldf/dvc,85.5431,21.4377,4.1363,2.7523,16.6667,15.9257,14941,54754,69695,618,1507,2125,35,68,103,72,168,240,107,236,70–100%,15–25%
CoreElectronics,jek/6l2/2x7,25.0339,11.8001,3.3995,3.8880,2.5090,3.9832,8207,61343,69550,279,2385,2664,4,3,7,46,49,95,50,52,25–40%,5–15%
BGM,tng/lhf/eyz,83.2769,45.7177,3.2383,3.1147,6.4202,7.4106,31745,37692,69437,1028,1174,2202,34,32,66,31,56,87,65,88,70–100%,>40%
BGM,kyh/ga0/okg,75.9051,47.4889,3.4615,3.7312,17.0026,19.5588,32963,36449,69412,1141,1360,2501,71,123,194,103,163,266,174,286,70–100%,>40%
BGM,dgv/j6t/ale,28.0719,17.6275,2.7485,3.6743,6.8452,13.1491,12225,57127,69352,336,2099,2435,15,8,23,119,157,276,134,165,25–40%,15–25%
Home,h1m/iee/ctp/lly,53.3486,45.5624,2.7706,3.1855,12.0000,16.0566,31582,37734,69316,875,1202,2077,17,88,105,32,161,193,49,249,50–60%,>40%
Home,arb/y1n/rtr,59.1131,6.5821,2.1113,2.6482,12.5000,14.8625,4547,64534,69081,96,1709,1805,2,10,12,23,231,254,25,241,50–60%,5–15%
BGM,kyh/rdc/aaj,47.1633,46.1640,2.8447,3.7871,5.8564,7.9004,31813,37100,68913,905,1405,2310,24,29,53,71,40,111,95,69,40–50%,>40%
BGM,eat/lmt,321.6265,9.5333,8.4970,3.4276,2.5090,1.0768,6567,62318,68885,558,2136,2694,11,3,14,6,17,23,17,20,>100%,5–15%
BGM,eat/cqq,0.0000,12.2459,2.2407,1.4625,0.0000,2.7149,8435,60445,68880,189,884,1073,0,0,0,6,18,24,6,18,0–25%,5–15%
BGM,p3t/ljf/nct/uvh,21.3916,16.2040,3.2990,2.8880,1.9022,4.0216,11155,57686,68841,368,1666,2034,4,3,7,26,41,67,30,44,0–25%,15–25%
Lifestyle,mcr/tfz/uue,77.6201,18.0995,2.3366,2.5766,5.1724,5.5978,12411,56160,68571,290,1447,1737,10,5,15,32,49,81,42,54,70–100%,15–25%
Furniture,wwe/6by,74.1250,33.5098,2.0470,2.5098,2.1322,2.1911,22912,45462,68374,469,1141,1610,9,1,10,16,9,25,25,10,70–100%,30–35%
BGM,g9b/ema/me0/5cm,98.8366,45.3425,4.5322,4.5010,21.2857,20.8831,30890,37236,68126,1400,1676,3076,78,220,298,113,237,350,191,457,70–100%,>40%
Lifestyle,clo/qvw/kpn,38.0858,32.3596,1.6166,2.1420,1.9663,2.5355,22022,46032,68054,356,986,1342,3,4,7,11,14,25,14,18,25–40%,30–35%
Home,b8s/tmf/b1o,44.7988,21.4503,3.3244,4.6833,7.0103,6.9145,14589,53424,68013,485,2502,2987,6,28,34,87,86,173,93,114,40–50%,15–25%
BGM,g9b/ffi/ssf/gjj,30.1736,8.3623,2.1104,2.5935,8.3333,8.6634,5686,62310,67996,120,1616,1736,4,6,10,86,54,140,90,60,25–40%,5–15%
BGM,p3t/9iu/3dm,58.1933,36.8068,1.4152,2.3959,3.6723,3.4014,25015,42948,67963,354,1029,1383,1,12,13,7,28,35,8,40,50–60%,35–40%
Home,h1m/um7/0mc/az1,127.2621,45.2403,3.8044,3.4660,19.5205,14.6739,30701,37161,67862,1168,1288,2456,92,136,228,71,118,189,163,254,>100%,>40%
EmergingElectronics,tyy/4mr/qph/smt,29.3803,22.6129,2.1997,2.4122,7.4405,9.8335,15275,52275,67550,336,1261,1597,9,16,25,50,74,124,59,90,25–40%,15–25%
BGM,1mt/m2b/iic/gsn,15.5452,5.9936,1.1125,2.3154,6.6667,8.0327,4045,63444,67489,45,1469,1514,1,2,3,37,81,118,38,83,0–25%,5–15%
BGM,g9b/ema/5la/yzb,183.7394,37.0600,4.4131,2.1976,20.6897,18.8841,24971,42409,67380,1102,932,2034,63,165,228,52,124,176,115,289,>100%,35–40%
BGM,1mt/uhg/2ka/f8t,50.2477,34.1882,2.5311,1.8930,7.9310,13.4132,22915,44111,67026,580,835,1415,13,33,46,38,74,112,51,107,50–60%,30–35%
BGM,abc/mgq,85.8766,30.3254,2.5432,2.5304,7.3930,6.9787,20211,46436,66647,514,1175,1689,17,21,38,43,39,82,60,60,70–100%,30–35%
BGM,p3t/ixl/xcj,57.5591,31.7105,3.1672,3.4302,9.5808,9.6919,21091,45420,66511,668,1558,2226,15,49,64,43,108,151,58,157,50–60%,30–35%
Lifestyle,clo/1hc/a7m,75.9113,38.1821,1.7392,2.8890,2.0408,1.6020,25356,41052,66408,441,1186,1627,7,2,9,9,10,19,16,12,70–100%,35–40%
Home,h1m/hww/fgi/2i5,69.9424,24.8754,4.9216,4.3277,13.5301,14.7754,16519,49888,66407,813,2159,2972,31,79,110,79,240,319,110,319,60–70%,15–25%
BGM,g9b/ffi/ssf/nef,50.0136,26.9526,3.7975,3.5351,7.7037,11.0393,17775,48174,65949,675,1703,2378,23,29,52,92,96,188,115,125,50–60%,25–30%
Home,h1m/um7/i06/ur7,42.8504,23.7236,3.4074,3.3208,5.2632,8.9382,15613,50199,65812,532,1667,2199,15,13,28,71,78,149,86,91,40–50%,15–25%
BGM,1mt/d0x/tyd/hpp,40.5310,11.8067,1.5712,2.2137,11.4754,13.5514,7765,58003,65768,122,1284,1406,8,6,14,81,93,174,89,99,40–50%,5–15%
Lifestyle,reh/4d7/ss4,136.9619,40.1455,2.9616,2.6425,7.5835,5.7005,26270,39167,65437,778,1035,1813,25,34,59,26,33,59,51,67,>100%,>40%
BGM,tng/hyl,56.8523,2.0259,3.0189,2.7138,12.5000,10.6383,1325,64079,65404,40,1739,1779,0,5,5,51,134,185,51,139,50–60%,<5%
BGM,g9b/0yh/aum,81.9549,34.2087,2.9085,4.7909,10.3236,12.4514,22314,42915,65229,649,2056,2705,43,24,67,139,117,256,182,141,70–100%,30–35%
Home,b8s/prq/wcx,26.2393,19.5446,0.9729,1.9459,4.0323,4.7013,12746,52469,65215,124,1021,1145,2,3,5,21,27,48,23,30,25–40%,15–25%
CoreElectronics,jek/6l2/nlb,61.6995,21.6613,3.4972,3.0388,12.4236,12.5081,14040,50776,64816,491,1543,2034,11,50,61,84,109,193,95,159,60–70%,15–25%
Home,rja/plv/gat,87.6644,37.9862,5.2535,4.9790,29.1022,33.2666,24593,40149,64742,1292,1999,3291,123,253,376,239,426,665,362,679,70–100%,35–40%
BGM,kyh/5mt/llt,100.0852,43.2573,4.4393,3.8743,4.6661,4.0759,28000,36729,64729,1243,1423,2666,24,34,58,23,35,58,47,69,>100%,>40%
Lifestyle,clo/8on/a4q,14.6166,11.0377,1.9479,1.9734,2.1583,4.9339,7136,57515,64651,139,1135,1274,2,1,3,21,35,56,23,36,0–25%,5–15%
CoreElectronics,jek/6l2/0un,93.0989,8.8798,2.8432,3.4337,4.9080,7.7228,5733,58829,64562,163,2020,2183,5,3,8,31,125,156,36,128,70–100%,5–15%
BGM,g9b/lcf/bjl/ahy,47.0623,3.0011,1.7081,2.0306,6.0606,7.5710,1932,62445,64377,33,1268,1301,2,0,2,31,65,96,33,65,40–50%,<5%
BGM,eat/8qh,43.6983,29.7568,2.4070,3.2984,8.0435,11.6263,19111,45113,64224,460,1488,1948,19,18,37,71,102,173,90,120,40–50%,25–30%
BGM,qoc/jl8,26.8511,28.0656,1.1884,2.2749,6.5421,12.0000,18008,46156,64164,214,1050,1264,6,8,14,22,104,126,28,112,25–40%,25–30%
Lifestyle,clo/vua/iku/2hl,0.0000,20.0516,1.4049,2.1945,0.0000,0.8921,12812,51083,63895,180,1121,1301,0,0,0,5,5,10,5,5,0–25%,15–25%
BGM,eat/pta/cpt,35.7591,22.2506,2.7181,4.6431,10.1036,14.1059,14201,49622,63823,386,2304,2690,17,22,39,93,232,325,110,254,25–40%,15–25%
BGM,g9b/lcf/qqm/un4,43.5471,39.6047,2.8842,3.6526,16.7813,26.7806,25206,38438,63644,727,1404,2131,43,79,122,91,285,376,134,364,40–50%,35–40%
BGM,ypu/alc/6pt,0.0000,1.1837,0.5319,1.0689,0.0000,4.1729,752,62777,63529,4,671,675,0,0,0,8,20,28,8,20,0–25%,<5%
BGM,qoc/acb/b80,59.1368,42.6157,3.7997,4.1119,12.2568,15.8211,27055,36431,63486,1028,1498,2526,60,66,126,104,133,237,164,199,50–60%,>40%
Home,rja/plv/qsp,70.5972,45.0843,4.3173,5.8977,25.2632,25.3528,28606,34844,63450,1235,2055,3290,109,203,312,201,320,521,310,523,70–100%,>40%
Home,rja/plv/mzc,85.3155,44.0126,3.1937,4.7646,23.9326,18.8869,27867,35449,63316,890,1689,2579,73,140,213,119,200,319,192,340,70–100%,>40%
BGM,abc/5lf/1qz,32.6821,13.9846,1.7300,2.7446,6.5359,8.1045,8844,54397,63241,153,1493,1646,7,3,10,78,43,121,85,46,25–40%,5–15%
Home,bro/vev/mfe,114.0336,42.6061,3.3325,3.3353,22.2098,18.2947,26887,36219,63106,896,1208,2104,65,134,199,62,159,221,127,293,>100%,>40%
BGM,1mt/m2b/ekz/o8n,44.7861,5.1857,1.9866,2.6260,12.3077,6.8109,3272,59824,63096,65,1571,1636,1,7,8,43,64,107,44,71,40–50%,5–15%
BGM,1mt/d0x/zab/ppx,205.0136,3.4064,2.6095,2.0065,7.1429,8.8452,2146,60853,62999,56,1221,1277,3,1,4,39,69,108,42,70,>100%,<5%
BGM,g9b/ffi/bhh,29.3548,23.8354,2.4330,2.7515,5.4795,11.9788,15002,47938,62940,365,1319,1684,7,13,20,95,63,158,102,76,25–40%,15–25%
BGM,eat/j70/9sb,12.8015,19.7803,2.1004,3.2504,6.5134,17.2161,12426,50394,62820,261,1638,1899,13,4,17,94,188,282,107,192,0–25%,15–25%
Lifestyle,clo/cfv/dra,0.0000,17.0814,0.7855,2.0246,0.0000,0.6660,10694,51912,62606,84,1051,1135,0,0,0,4,3,7,4,3,0–25%,15–25%
BGM,dgv/tkw/lxx/7ug,9.5395,8.5296,2.6108,4.1248,7.9137,25.6476,5324,57094,62418,139,2355,2494,7,4,11,251,353,604,258,357,0–25%,5–15%
Home,upp/d7m/vrs,68.9456,11.2098,3.9605,2.4965,11.1913,13.4490,6994,55398,62392,277,1383,1660,11,20,31,56,130,186,67,150,60–70%,5–15%
BGM,1mt/bpx/bij,34.4640,39.6813,2.3269,3.0722,10.5903,20.5017,24754,37628,62382,576,1156,1732,16,45,61,68,169,237,84,214,25–40%,35–40%
BGM,g9b/5nz/yic/fkl,73.1631,47.9665,3.4096,3.8244,24.8276,25.1012,29769,32293,62062,1015,1235,2250,79,173,252,153,157,310,232,330,70–100%,>40%
BGM,eat/anl/id0,25.1359,19.4820,3.6237,4.2338,5.0228,13.0024,12087,49955,62042,438,2115,2553,15,7,22,131,144,275,146,151,25–40%,15–25%
Home,upp/d7m/98d,99.5912,40.3553,2.6626,2.6455,15.3153,19.3252,25013,36969,61982,666,978,1644,41,61,102,50,139,189,91,200,70–100%,>40%
BGM,kyh/vxo,99.9564,36.2489,3.2600,3.0590,11.7486,10.8444,22454,39490,61944,732,1208,1940,29,57,86,46,85,131,75,142,70–100%,35–40%
CoreElectronics,6bo/jdy/nl6,64.0547,31.5312,3.2172,3.3925,6.8471,7.5104,19520,42387,61907,628,1438,2066,9,34,43,42,66,108,51,100,60–70%,30–35%
BGM,g9b/5nz/yic/hl8,34.6214,46.9489,2.6195,3.7396,13.5526,23.5726,29013,32784,61797,760,1226,1986,60,43,103,136,153,289,196,196,25–40%,>40%
Large,j9e/abm/xie,24.2745,36.4731,1.5701,2.2320,3.3994,7.2082,22482,39158,61640,353,874,1227,6,6,12,24,39,63,30,45,0–25%,35–40%
BGM,g9b/tiz/v6u,74.0855,43.2850,3.9334,4.3508,24.2830,24.6702,26593,34844,61437,1046,1516,2562,107,147,254,146,228,374,253,375,70–100%,>40%
Home,bro/zwb/vva,64.3932,31.8629,2.9527,3.5905,6.4014,6.6534,19575,41860,61435,578,1503,2081,13,24,37,45,55,100,58,79,60–70%,30–35%
CoreElectronics,6bo/ai3/c1j,61.6724,29.9217,2.6767,3.2860,10.8384,11.3798,18269,42787,61056,489,1406,1895,19,34,53,61,99,160,80,133,60–70%,25–30%
BGM,abc/5lf/zgv,66.8890,36.5358,5.0748,4.5880,7.1745,11.2803,22247,38644,60891,1129,1773,2902,26,55,81,52,148,200,78,203,60–70%,35–40%
BGM,1mt/m2b/xzn,63.5409,7.1322,1.7981,1.9952,3.8462,3.9929,4338,56485,60823,78,1127,1205,2,1,3,23,22,45,25,23,60–70%,5–15%
BGM,g9b/tiz/pwx,24.9779,41.0567,1.4321,4.2919,6.4426,10.8724,24928,35788,60716,357,1536,1893,13,10,23,71,96,167,84,106,0–25%,>40%
BGM,1mt/eoe/gjf,53.4909,12.1072,1.9472,2.7479,7.6923,7.7133,7344,53314,60658,143,1465,1608,4,7,11,40,73,113,44,80,50–60%,5–15%
Furniture,wwe/4n6/q2w,77.9446,20.0962,3.7329,2.7276,3.3040,4.5489,12162,48357,60519,454,1319,1773,8,7,15,29,31,60,37,38,70–100%,15–25%
Lifestyle,clo/vua/zvq/ebd,91.4775,46.7421,2.9697,2.7149,3.9286,4.2286,28286,32229,60515,840,875,1715,7,26,33,7,30,37,14,56,70–100%,>40%
CoreElectronics,6bo/ul6,50.7339,10.3725,2.1517,2.6746,5.1852,4.0000,6274,54213,60487,135,1450,1585,1,6,7,12,46,58,13,52,50–60%,5–15%
BGM,dgv/j6t/ale/t6t,26.7316,7.7433,2.9538,3.8481,10.8696,17.6937,4672,55664,60336,138,2142,2280,8,7,15,134,245,379,142,252,25–40%,5–15%
BGM,p3t/ljf/nct/ksy,23.9509,24.6730,2.5532,2.8082,3.9474,10.0313,14883,45438,60321,380,1276,1656,6,9,15,49,79,128,55,88,0–25%,15–25%
BGM,abc/g9d,46.6695,12.8855,2.0202,2.9154,13.4615,14.7832,7722,52206,59928,156,1522,1678,3,18,21,65,160,225,68,178,40–50%,5–15%
EmergingElectronics,igc/snr,69.5425,31.0457,3.2564,3.6520,4.2975,4.2468,18579,41265,59844,605,1507,2112,11,15,26,31,33,64,42,48,60–70%,30–35%
Home,b8s/tmf,169.7894,22.9195,4.1180,3.6973,10.9929,7.9272,13696,46061,59757,564,1703,2267,27,35,62,56,79,135,83,114,>100%,15–25%
BGM,g9b/5nz/yic,65.0592,44.7852,3.1768,3.6263,17.0012,20.7215,26662,32871,59533,847,1192,2039,65,79,144,108,139,247,173,218,60–70%,>40%
Home,h1m/iee/3a7/7k5,36.7056,26.2617,3.9867,4.0202,9.6308,17.0068,15627,43878,59505,623,1764,2387,24,36,60,131,169,300,155,205,25–40%,25–30%
BGM,g9b/lcf/qqm/q0a,72.3107,44.1776,4.4144,5.0364,19.9477,21.5106,26006,32861,58867,1148,1655,2803,78,151,229,71,285,356,149,436,70–100%,>40%
Home,bro/vev/ph4,32.7719,22.7148,1.9825,2.7814,9.4340,13.2016,13367,45480,58847,265,1265,1530,8,17,25,65,102,167,73,119,25–40%,15–25%
Home,b8s/po2/isz,10.8413,12.2414,2.1490,2.9646,2.5974,7.9448,7166,51373,58539,154,1523,1677,1,3,4,54,67,121,55,70,0–25%,5–15%
BGM,tng/dyy/daw,68.2005,24.4805,3.4579,3.8972,9.8990,9.9942,14315,44160,58475,495,1721,2216,27,22,49,87,85,172,114,107,60–70%,15–25%
BGM,kyh/5mt/9b3,91.5976,31.2250,2.5526,1.8478,6.0086,6.7295,18256,40210,58466,466,743,1209,5,23,28,18,32,50,23,55,70–100%,30–35%
Home,bro/vev/t0y,66.8578,13.0628,2.2010,2.3681,8.3333,5.4863,7633,50800,58433,168,1203,1371,12,2,14,43,23,66,55,25,60–70%,5–15%
Home,upp/nwv/h1d,90.3485,32.2407,3.6156,3.3068,16.8869,14.8205,18835,39585,58420,681,1309,1990,59,56,115,105,89,194,164,145,70–100%,30–35%
Home,b8s/8dw/0mj,62.1490,31.8271,4.0956,3.4246,8.0158,13.5730,18581,39800,58381,761,1363,2124,22,39,61,53,132,185,75,171,60–70%,30–35%
BGM,tng/dcr/5y5,30.3883,18.3416,3.0377,2.9853,7.3846,12.0253,10699,47633,58332,325,1422,1747,11,13,24,60,111,171,71,124,25–40%,15–25%
Home,h1m/hww/fgi/iih,55.9997,23.9155,2.3609,2.2602,13.1098,11.8118,13893,44199,58092,328,999,1327,12,31,43,31,87,118,43,118,50–60%,15–25%
Lifestyle,clo/qd8/dy2,29.5308,36.4271,1.8784,3.3564,7.5567,13.8126,21135,36885,58020,397,1238,1635,12,18,30,47,124,171,59,142,25–40%,35–40%
Home,jra/jk3/dur,112.5109,43.6318,3.9867,3.8926,5.6660,4.5705,25234,32600,57834,1006,1269,2275,30,27,57,28,30,58,58,57,>100%,>40%
Large,j9e/m38/rj3,4.0992,6.9208,3.5250,4.7438,0.7092,6.5047,4000,53797,57797,141,2552,2693,0,1,1,22,144,166,22,145,0–25%,5–15%
BGM,p3t/ixl/770,102.8135,42.7190,3.6023,2.9921,22.0721,19.9191,24651,33054,57705,888,989,1877,66,130,196,79,118,197,145,248,>100%,>40%
BGM,1mt/ebm/iwn/sta,58.0277,10.6353,3.4867,2.7644,7.0423,10.8527,6109,51332,57441,213,1419,1632,8,7,15,53,101,154,61,108,50–60%,5–15%
Lifestyle,mcr/tfz/xsr/lvu,26.5580,26.7366,3.0390,2.8535,2.1459,6.6722,15334,42018,57352,466,1199,1665,5,5,10,23,57,80,28,62,25–40%,25–30%
Lifestyle,clo/upk/8mn,42.5721,32.5803,1.8097,2.7633,0.8876,1.3109,18677,38649,57326,338,1068,1406,2,1,3,4,10,14,6,11,40–50%,30–35%
Lifestyle,clo/qd8/igi/ygk,0.0000,7.6798,1.0917,1.9676,0.0000,2.5962,4397,52857,57254,48,1040,1088,0,0,0,8,19,27,8,19,0–25%,5–15%
Furniture,wwe/c3z/cba,0.0000,12.9571,1.4301,1.6689,0.0000,1.3237,7412,49792,57204,106,831,937,0,0,0,5,6,11,5,6,0–25%,5–15%
BGM,g9b/iph/p78,46.8169,37.3452,4.0144,5.6232,14.9358,19.4638,21348,35816,57164,857,2014,2871,62,66,128,154,238,392,216,304,40–50%,35–40%
Home,h1m/hww/fgi/zcc,71.1463,9.8105,4.0128,3.0264,14.2222,19.7436,5607,51546,57153,225,1560,1785,5,27,32,63,245,308,68,272,70–100%,5–15%
Home,arb/mvm/skr,10.9970,15.2370,0.9491,1.9516,3.6585,9.9147,8640,48064,56704,82,938,1020,1,2,3,57,36,93,58,38,0–25%,15–25%
BGM,gsx/bfk/9fn,95.1016,46.3916,3.6581,3.3729,14.7609,14.9268,26298,30389,56687,962,1025,1987,31,111,142,37,116,153,68,227,70–100%,>40%
BGM,1mt/hoh/dtf,12.2419,12.1549,2.5563,1.7826,1.1364,4.9605,6885,49759,56644,176,887,1063,0,2,2,33,11,44,33,13,0–25%,5–15%
BGM,1mt/m2b/ekz,20.2895,4.3410,1.4664,1.8984,2.7778,5.7449,2455,54099,56554,36,1027,1063,0,1,1,17,42,59,17,43,0–25%,<5%
